65280, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976
326400, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976
326400, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 144255925564211200, 2594073385365405696, 576460752303423488, 1152921504606846976
456960, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 144255925564211200, 2594073385365405696, 576460752303423488, 1152921504606846976
456960, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 145135534866432, 2594073385365405696, 576460752303423488, 1152921504606846976
268888320, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 145135534866432, 2594073385365405696, 576460752303423488, 1152921504606846976
268888320, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4535485464576, 2594073385365405696, 576460752303423488, 1152921504606846976
268888320, 129, 66, 36, 549755813888, 16, 71776119061217280, 9295429630892703744, 4535485464576, 2594073385365405696, 576460752303423488, 1152921504606846976
268888320, 129, 66, 36, 549755813888, 16, 35888059530608640, 9295429630892703744, 4535485464576, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 129, 66, 36, 549755813888, 16, 35888059530608640, 9295429630892703744, 4535485464576, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 129, 66, 36, 549755813888, 16, 35888059530608640, 9295429630892703744, 4398050705408, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 129, 66, 36, 4096, 16, 35888059530608640, 9295429630892703744, 4398050705408, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 1, 66, 36, 4096, 16, 35888059530608640, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 1, 66, 36, 8589934592, 16, 35888059530608640, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 1, 66, 36, 8589934592, 16, 33636294076661760, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 1, 66, 36, 2199023255552, 16, 33636294076661760, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
805751040, 1, 66, 36, 2199023255552, 16, 33636259851141120, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
69256792320, 1, 66, 36, 2199023255552, 16, 33636259851141120, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
69256792320, 1, 66, 36, 2199023255552, 16, 33636259717447680, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
69256792320, 1, 66, 524292, 2199023255552, 16, 33636259716923392, 9295429630892703744, 4398046511232, 2594073385365405696, 576460752303423488, 1152921504606846976
